"tx_start_utc","tx_start_ms","tx_end_ms","event","bytes","write_us","uart_wire_ms","left_pwm","right_pwm","pulses"
"2026-08-29T14:05:16.9485506Z","33.889","40.175","LOCK","41","5215.4","42.708","8","8","50"
"2026-08-29T14:05:17.1893548Z","273.859","274.19","LOCK","41","311.9","42.708","8","8","50"
"2026-08-29T14:05:17.3977060Z","482.333","482.574","LOCK","41","231.8","42.708","8","8","50"
